macro,semantic_key,description,domain,ideological_universe,k,election,case_id,case_label,selector_rule,metric,raw_value,exact_value,display_value,format,source_object,source_file,selector_source_file,selection_group,source_row_count
IdeologySeatWinningTwentyTwentyTwoKZeroPPPLSeats,IdeologySeatWinningTwentyTwentyTwoKZeroPPPLSeats,2022 seat_winning k=0 PPPL substantive interval: seats (identity),ideological,seat_winning,0,2022,PP|REPUBLICANOS|PSC|UNIÃO|PATRIOTA|NOVO|PL,PP--PL,"unique; filters=(election = 2022, ideological_universe = ""seat_winning"", k = 0, left_endpoint = ""PP"", right_endpoint = ""PL"", minimal_inversion = true); members=[""PP"", ""REPUBLICANOS"", ""PSC"", ""UNIÃO"", ""PATRIOTA"", ""NOVO"", ""PL""]",seats,258,,258,integer,ideology,raw/ideology_k_gap_accounting_both_universes.csv,raw/ideology_k_gap_accounting_both_universes.csv,IdeologySeatWinningTwentyTwentyTwoKZeroPPPL,1
IdeologySeatWinningTwentyTwentyTwoKZeroPPPLPartiesWords,IdeologySeatWinningTwentyTwentyTwoKZeroPPPLPartiesWords,2022 seat_winning k=0 PPPL substantive interval: party_count (identity),ideological,seat_winning,0,2022,PP|REPUBLICANOS|PSC|UNIÃO|PATRIOTA|NOVO|PL,PP--PL,"unique; filters=(election = 2022, ideological_universe = ""seat_winning"", k = 0, left_endpoint = ""PP"", right_endpoint = ""PL"", minimal_inversion = true); members=[""PP"", ""REPUBLICANOS"", ""PSC"", ""UNIÃO"", ""PATRIOTA"", ""NOVO"", ""PL""]",party_count,7,,seven,words,ideology,raw/ideology_k_gap_accounting_both_universes.csv,raw/ideology_k_gap_accounting_both_universes.csv,IdeologySeatWinningTwentyTwentyTwoKZeroPPPL,1
IdeologySeatWinningTwentyFourteenKOneStrongestPartiesWords,IdeologySeatWinningTwentyFourteenKOneStrongestPartiesWords,2014 seat_winning k=1 strongest minimal inversion: party_count (identity),ideological,seat_winning,1,2014,PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR,PTB--PR,"strongest; filters=(election = 2014, ideological_universe = ""seat_winning"", k = 1, minimal_inversion = true); members=nothing; min(vote_share), party_count, canonical coalition_id",party_count,13,,thirteen,words,ideology,raw/ideology_k_gap_accounting_both_universes.csv,raw/ideology_k_gap_accounting_both_universes.csv,IdeologySeatWinningTwentyFourteenKOneStrongest,1
IdeologySeatWinningTwentyFourteenKOneStrongestLabel,IdeologySeatWinningTwentyFourteenKOneStrongestLabel,2014 seat_winning k=1 strongest minimal inversion: label (identity),ideological,seat_winning,1,2014,PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR,PTB--PR,"strongest; filters=(election = 2014, ideological_universe = ""seat_winning"", k = 1, minimal_inversion = true); members=nothing; min(vote_share), party_count, canonical coalition_id",label,PTB--PR,,PTB--PR,text,ideology,raw/ideology_k_gap_accounting_both_universes.csv,raw/ideology_k_gap_accounting_both_universes.csv,IdeologySeatWinningTwentyFourteenKOneStrongest,1
IdeologySeatWinningTwentyFourteenKOneStrongestVotePct,IdeologySeatWinningTwentyFourteenKOneStrongestVotePct,2014 seat_winning k=1 strongest minimal inversion: vote_share (identity),ideological,seat_winning,1,2014,PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR,PTB--PR,"strongest; filters=(election = 2014, ideological_universe = ""seat_winning"", k = 1, minimal_inversion = true); members=nothing; min(vote_share), party_count, canonical coalition_id",vote_share,0.4744616510767348,23095691//48677677,47.45,pct2,ideology,raw/ideology_k_gap_accounting_both_universes.csv,raw/ideology_k_gap_accounting_both_universes.csv,IdeologySeatWinningTwentyFourteenKOneStrongest,1
IdeologySeatWinningTwentyFourteenKOneStrongestSeats,IdeologySeatWinningTwentyFourteenKOneStrongestSeats,2014 seat_winning k=1 strongest minimal inversion: seats (identity),ideological,seat_winning,1,2014,PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR,PTB--PR,"strongest; filters=(election = 2014, ideological_universe = ""seat_winning"", k = 1, minimal_inversion = true); members=nothing; min(vote_share), party_count, canonical coalition_id",seats,257,,257,integer,ideology,raw/ideology_k_gap_accounting_both_universes.csv,raw/ideology_k_gap_accounting_both_universes.csv,IdeologySeatWinningTwentyFourteenKOneStrongest,1
IdeologySeatWinningTwentyTwentyTwoKOneStrongestPartiesWords,IdeologySeatWinningTwentyTwentyTwoKOneStrongestPartiesWords,2022 seat_winning k=1 strongest minimal inversion: party_count (identity),ideological,seat_winning,1,2022,PP|REPUBLICANOS|PSC|UNIÃO|PATRIOTA|NOVO|PL,PP--PL,"strongest; filters=(election = 2022, ideological_universe = ""seat_winning"", k = 1, minimal_inversion = true); members=nothing; min(vote_share), party_count, canonical coalition_id",party_count,7,,seven,words,ideology,raw/ideology_k_gap_accounting_both_universes.csv,raw/ideology_k_gap_accounting_both_universes.csv,IdeologySeatWinningTwentyTwentyTwoKOneStrongest,1
IdeologySeatWinningTwentyTwentyTwoKOneStrongestLabel,IdeologySeatWinningTwentyTwentyTwoKOneStrongestLabel,2022 seat_winning k=1 strongest minimal inversion: label (identity),ideological,seat_winning,1,2022,PP|REPUBLICANOS|PSC|UNIÃO|PATRIOTA|NOVO|PL,PP--PL,"strongest; filters=(election = 2022, ideological_universe = ""seat_winning"", k = 1, minimal_inversion = true); members=nothing; min(vote_share), party_count, canonical coalition_id",label,PP--PL,,PP--PL,text,ideology,raw/ideology_k_gap_accounting_both_universes.csv,raw/ideology_k_gap_accounting_both_universes.csv,IdeologySeatWinningTwentyTwentyTwoKOneStrongest,1
IdeologySeatWinningTwentyTwentyTwoKOneStrongestVotePct,IdeologySeatWinningTwentyTwentyTwoKOneStrongestVotePct,2022 seat_winning k=1 strongest minimal inversion: vote_share (identity),ideological,seat_winning,1,2022,PP|REPUBLICANOS|PSC|UNIÃO|PATRIOTA|NOVO|PL,PP--PL,"strongest; filters=(election = 2022, ideological_universe = ""seat_winning"", k = 1, minimal_inversion = true); members=nothing; min(vote_share), party_count, canonical coalition_id",vote_share,0.4526056142903306,12380292//27353377,45.26,pct2,ideology,raw/ideology_k_gap_accounting_both_universes.csv,raw/ideology_k_gap_accounting_both_universes.csv,IdeologySeatWinningTwentyTwentyTwoKOneStrongest,1
IdeologySeatWinningTwentyTwentyTwoKOneStrongestSeats,IdeologySeatWinningTwentyTwentyTwoKOneStrongestSeats,2022 seat_winning k=1 strongest minimal inversion: seats (identity),ideological,seat_winning,1,2022,PP|REPUBLICANOS|PSC|UNIÃO|PATRIOTA|NOVO|PL,PP--PL,"strongest; filters=(election = 2022, ideological_universe = ""seat_winning"", k = 1, minimal_inversion = true); members=nothing; min(vote_share), party_count, canonical coalition_id",seats,258,,258,integer,ideology,raw/ideology_k_gap_accounting_both_universes.csv,raw/ideology_k_gap_accounting_both_universes.csv,IdeologySeatWinningTwentyTwentyTwoKOneStrongest,1
IdeologySeatWinningTwentyEighteenKOneStrongestLabel,IdeologySeatWinningTwentyEighteenKOneStrongestLabel,2018 seat_winning k=1 strongest minimal inversion: label_with_gap (identity),ideological,seat_winning,1,2018,PCdoB|PT|PDT|PSB|REDE|PPS|PV|PTB|AVANTE|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PODE,PCdoB--PODE,"strongest; filters=(election = 2018, ideological_universe = ""seat_winning"", k = 1, minimal_inversion = true); members=nothing; min(vote_share), party_count, canonical coalition_id",label_with_gap,PCdoB--PODE omitting PSDB,,PCdoB--PODE omitting PSDB,text,ideology,raw/ideology_k_gap_accounting_both_universes.csv,raw/ideology_k_gap_accounting_both_universes.csv,IdeologySeatWinningTwentyEighteenKOneStrongest,1
IdeologySeatWinningTwentyEighteenKOneStrongestPartiesWords,IdeologySeatWinningTwentyEighteenKOneStrongestPartiesWords,2018 seat_winning k=1 strongest minimal inversion: party_count (identity),ideological,seat_winning,1,2018,PCdoB|PT|PDT|PSB|REDE|PPS|PV|PTB|AVANTE|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PODE,PCdoB--PODE,"strongest; filters=(election = 2018, ideological_universe = ""seat_winning"", k = 1, minimal_inversion = true); members=nothing; min(vote_share), party_count, canonical coalition_id",party_count,15,,fifteen,words,ideology,raw/ideology_k_gap_accounting_both_universes.csv,raw/ideology_k_gap_accounting_both_universes.csv,IdeologySeatWinningTwentyEighteenKOneStrongest,1
IdeologySeatWinningTwentyEighteenKOneStrongestSeats,IdeologySeatWinningTwentyEighteenKOneStrongestSeats,2018 seat_winning k=1 strongest minimal inversion: seats (identity),ideological,seat_winning,1,2018,PCdoB|PT|PDT|PSB|REDE|PPS|PV|PTB|AVANTE|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PODE,PCdoB--PODE,"strongest; filters=(election = 2018, ideological_universe = ""seat_winning"", k = 1, minimal_inversion = true); members=nothing; min(vote_share), party_count, canonical coalition_id",seats,257,,257,integer,ideology,raw/ideology_k_gap_accounting_both_universes.csv,raw/ideology_k_gap_accounting_both_universes.csv,IdeologySeatWinningTwentyEighteenKOneStrongest,1
IdeologySeatWinningTwentyEighteenKOneStrongestVotePct,IdeologySeatWinningTwentyEighteenKOneStrongestVotePct,2018 seat_winning k=1 strongest minimal inversion: vote_share (identity),ideological,seat_winning,1,2018,PCdoB|PT|PDT|PSB|REDE|PPS|PV|PTB|AVANTE|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PODE,PCdoB--PODE,"strongest; filters=(election = 2018, ideological_universe = ""seat_winning"", k = 1, minimal_inversion = true); members=nothing; min(vote_share), party_count, canonical coalition_id",vote_share,0.4759116927539931,15588359//32754730,47.59,pct2,ideology,raw/ideology_k_gap_accounting_both_universes.csv,raw/ideology_k_gap_accounting_both_universes.csv,IdeologySeatWinningTwentyEighteenKOneStrongest,1
IdeologySeatWinningTwentyEighteenKOneStrongestDifferential,IdeologySeatWinningTwentyEighteenKOneStrongestDifferential,2018 seat_winning k=1 strongest minimal inversion: d_C (identity),ideological,seat_winning,1,2018,PCdoB|PT|PDT|PSB|REDE|PPS|PV|PTB|AVANTE|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PODE,PCdoB--PODE,"strongest; filters=(election = 2018, ideological_universe = ""seat_winning"", k = 1, minimal_inversion = true); members=nothing; min(vote_share), party_count, canonical coalition_id",d_C,12.857301617201546,421137443/32754730,12.86,decimal2,ideology,raw/ideology_k_gap_accounting_both_universes.csv,raw/ideology_k_gap_accounting_both_universes.csv,IdeologySeatWinningTwentyEighteenKOneStrongest,1
IdeologyAllPartiesTwentyTwentyTwoKZeroMDBUniaoWithin,IdeologyAllPartiesTwentyTwentyTwoKZeroMDBUniaoWithin,2022 all_parties k=0 MDBUniao substantive interval: A_C (identity),ideological,all_parties,0,2022,MDB|PMN|PSDB|PSD|PMB|PODE|PROS|PRTB|AGIR|PTB|PP|DC|REPUBLICANOS|PSC|UNIÃO,MDB--UNIÃO,"unique; filters=(election = 2022, ideological_universe = ""all_parties"", k = 0, left_endpoint = ""MDB"", right_endpoint = ""UNIÃO"", minimal_inversion = true); members=[""MDB"", ""PMN"", ""PSDB"", ""PSD"", ""PMB"", ""PODE"", ""PROS"", ""PRTB"", ""AGIR"", ""PTB"", ""PP"", ""DC"", ""REPUBLICANOS"", ""PSC"", ""UNIÃO""]",A_C,-1.292353253885488,-514027262449306416908215125002712684891601018278457738463940764456595119470460515056764069931814187539102955156141066038348568447711101491109928656/397745168284191905215137899153029058053242536600660454047436917554063031771625059255255048273341928757375596767340684028869353061881464644687225325,-1.29,decimal2,ideology,raw/ideology_k_gap_accounting_both_universes.csv,raw/ideology_k_gap_accounting_both_universes.csv,IdeologyAllPartiesTwentyTwentyTwoKZeroMDBUniao,1
IdeologyAllPartiesTwentyTwentyTwoKZeroMDBUniaoBetween,IdeologyAllPartiesTwentyTwentyTwoKZeroMDBUniaoBetween,2022 all_parties k=0 MDBUniao substantive interval: B_C (identity),ideological,all_parties,0,2022,MDB|PMN|PSDB|PSD|PMB|PODE|PROS|PRTB|AGIR|PTB|PP|DC|REPUBLICANOS|PSC|UNIÃO,MDB--UNIÃO,"unique; filters=(election = 2022, ideological_universe = ""all_parties"", k = 0, left_endpoint = ""MDB"", right_endpoint = ""UNIÃO"", minimal_inversion = true); members=[""MDB"", ""PMN"", ""PSDB"", ""PSD"", ""PMB"", ""PODE"", ""PROS"", ""PRTB"", ""AGIR"", ""PTB"", ""PP"", ""DC"", ""REPUBLICANOS"", ""PSC"", ""UNIÃO""]",B_C,9.883551892722659,430119271955053148238466294023718294434989786489981928896040843571876234466456092316508059812364348176144005913905968269128178418692233980984947791193194073/43518694152023777294791732250083138067540916704296655394202871558296815959248952593825322266295683308830544915908204070718169192190992126953202885594690100,9.88,decimal2,ideology,raw/ideology_k_gap_accounting_both_universes.csv,raw/ideology_k_gap_accounting_both_universes.csv,IdeologyAllPartiesTwentyTwentyTwoKZeroMDBUniao,1
PartyTwentyFourteenPMDBDifferentialMagnitude,PartyTwentyFourteenPMDBDifferentialMagnitude,2014 PMDB party accounting: d_i (identity),party,not_applicable,,2014,PMDB,PMDB,"unique; filters=(election_year = 2014, party = ""PMDB""); members=nothing",d_i,8.133380861621642,41675167//5123966,8.13,abs2,party,raw/party_accounting_all_years.csv,raw/party_accounting_all_years.csv,PartyTwentyFourteenPMDB,1
PartyTwentyFourteenPSDDifferentialMagnitude,PartyTwentyFourteenPSDDifferentialMagnitude,2014 PSD party accounting: d_i (identity),party,not_applicable,,2014,PSD,PSD,"unique; filters=(election_year = 2014, party = ""PSD""); members=nothing",d_i,4.552732200018501,23328045//5123966,4.55,abs2,party,raw/party_accounting_all_years.csv,raw/party_accounting_all_years.csv,PartyTwentyFourteenPSD,1
PartyTwentyFourteenPTBDifferentialMagnitude,PartyTwentyFourteenPTBDifferentialMagnitude,2014 PTB party accounting: d_i (identity),party,not_applicable,,2014,PTB,PTB,"unique; filters=(election_year = 2014, party = ""PTB""); members=nothing",d_i,4.374724383417064,22415939//5123966,4.37,abs2,party,raw/party_accounting_all_years.csv,raw/party_accounting_all_years.csv,PartyTwentyFourteenPTB,1
PartyTwentyFourteenPSDBDifferentialMagnitude,PartyTwentyFourteenPSDBDifferentialMagnitude,2014 PSDB party accounting: d_i (identity),party,not_applicable,,2014,PSDB,PSDB,"unique; filters=(election_year = 2014, party = ""PSDB""); members=nothing",d_i,-4.4303847839739765,-22701141//5123966,4.43,abs2,party,raw/party_accounting_all_years.csv,raw/party_accounting_all_years.csv,PartyTwentyFourteenPSDB,1
PartyTwentyFourteenPSOLDifferentialMagnitude,PartyTwentyFourteenPSOLDifferentialMagnitude,2014 PSOL party accounting: d_i (identity),party,not_applicable,,2014,PSOL,PSOL,"unique; filters=(election_year = 2014, party = ""PSOL""); members=nothing",d_i,-4.1975024814762625,-10753930//2561983,4.20,abs2,party,raw/party_accounting_all_years.csv,raw/party_accounting_all_years.csv,PartyTwentyFourteenPSOL,1
PartyTwentyEighteenPPDifferentialMagnitude,PartyTwentyEighteenPPDifferentialMagnitude,2018 PP party accounting: d_i (identity),party,not_applicable,,2018,PP,PP,"unique; filters=(election_year = 2018, party = ""PP""); members=nothing",d_i,8.763869279337671,143529086//16377365,8.76,abs2,party,raw/party_accounting_all_years.csv,raw/party_accounting_all_years.csv,PartyTwentyEighteenPP,1
PartyTwentyEighteenPPWithin,PartyTwentyEighteenPPWithin,2018 PP party accounting: A_i (identity),party,not_applicable,,2018,PP,PP,"unique; filters=(election_year = 2018, party = ""PP""); members=nothing",A_i,7.318776629343754,624506834712373952054504212075674854756566390240862491077581901294499069506885069539776192450353147408447641703379794392156030592848041386810928418819//85329402212999506744495464972164511325093155483035182077222421000823474488263364416106380734060060576125814278848741167586931850478484846309248206520,7.32,decimal2,party,raw/party_accounting_all_years.csv,raw/party_accounting_all_years.csv,PartyTwentyEighteenPP,1
PartyTwentyEighteenPRDifferentialMagnitude,PartyTwentyEighteenPRDifferentialMagnitude,2018 PR party accounting: d_i (identity),party,not_applicable,,2018,PR,PR,"unique; filters=(election_year = 2018, party = ""PR""); members=nothing",d_i,5.724395499520222,187501029//32754730,5.72,abs2,party,raw/party_accounting_all_years.csv,raw/party_accounting_all_years.csv,PartyTwentyEighteenPR,1
PartyTwentyEighteenPRWithin,PartyTwentyEighteenPRWithin,2018 PR party accounting: A_i (identity),party,not_applicable,,2018,PR,PR,"unique; filters=(election_year = 2018, party = ""PR""); members=nothing",A_i,6.3683808514567275,3079324076343920528077659933816730637595945893689179979046944411628456886248576728691605959335323764222735494160422630134644627636956520936106615532441//483533279206997204885474301508932230842194547737199365104260385671333022100159065024602824159673676598046280913476199949659280486044747462419073170280,6.37,decimal2,party,raw/party_accounting_all_years.csv,raw/party_accounting_all_years.csv,PartyTwentyEighteenPR,1
PartyTwentyEighteenMDBDifferentialMagnitude,PartyTwentyEighteenMDBDifferentialMagnitude,2018 MDB party accounting: d_i (identity),party,not_applicable,,2018,MDB,MDB,"unique; filters=(election_year = 2018, party = ""MDB""); members=nothing",d_i,5.600328135814278,91718618//16377365,5.60,abs2,party,raw/party_accounting_all_years.csv,raw/party_accounting_all_years.csv,PartyTwentyEighteenMDB,1
PartyTwentyEighteenPSLDifferentialMagnitude,PartyTwentyEighteenPSLDifferentialMagnitude,2018 PSL party accounting: d_i (identity),party,not_applicable,,2018,PSL,PSL,"unique; filters=(election_year = 2018, party = ""PSL""); members=nothing",d_i,-7.697795432903889,-252139211//32754730,7.70,abs2,party,raw/party_accounting_all_years.csv,raw/party_accounting_all_years.csv,PartyTwentyEighteenPSL,1
PartyTwentyEighteenPSLBetween,PartyTwentyEighteenPSLBetween,2018 PSL party accounting: B_i (identity),party,not_applicable,,2018,PSL,PSL,"unique; filters=(election_year = 2018, party = ""PSL""); members=nothing",B_i,-5.276539936713024,-50141910062832392271304267082438018215887938810293106346234107485508073476786003076221488312521818439734848331679080390612632055648589138933652623128112275717//9502801203863884534067035000718200685720253011162445696096882469416229127384845879159985317552552899045794675295039774466261994588798682629833133125659254640,-5.28,decimal2,party,raw/party_accounting_all_years.csv,raw/party_accounting_all_years.csv,PartyTwentyEighteenPSL,1
PartyTwentyEighteenNOVODifferentialMagnitude,PartyTwentyEighteenNOVODifferentialMagnitude,2018 NOVO party accounting: d_i (identity),party,not_applicable,,2018,NOVO,NOVO,"unique; filters=(election_year = 2018, party = ""NOVO""); members=nothing",d_i,-6.34667631209294,-207883669//32754730,6.35,abs2,party,raw/party_accounting_all_years.csv,raw/party_accounting_all_years.csv,PartyTwentyEighteenNOVO,1
PartyTwentyTwentyTwoPLDifferentialMagnitude,PartyTwentyTwentyTwoPLDifferentialMagnitude,2022 PL party accounting: d_i (identity),party,not_applicable,,2022,PL,PL,"unique; filters=(election_year = 2022, party = ""PL""); members=nothing",d_i,13.779741154081268,1507689819//109413508,13.78,abs2,party,raw/party_accounting_all_years.csv,raw/party_accounting_all_years.csv,PartyTwentyTwentyTwoPL,1
PartyTwentyTwentyTwoPLRatio,PartyTwentyTwentyTwoPLRatio,2022 PL party accounting: R_i (identity),party,not_applicable,,2022,PL,PL,"unique; filters=(election_year = 2022, party = ""PL""); members=nothing",R_i,1.1616956031428576,,1.162,decimal3,party,raw/party_accounting_all_years.csv,raw/party_accounting_all_years.csv,PartyTwentyTwentyTwoPL,1
PartyTwentyTwentyTwoUniaoDifferentialMagnitude,PartyTwentyTwentyTwoUniaoDifferentialMagnitude,2022 UNIÃO party accounting: d_i (identity),party,not_applicable,,2022,UNIÃO,UNIÃO,"unique; filters=(election_year = 2022, party = ""UNIÃO""); members=nothing",d_i,11.103563583757866,1214879843//109413508,11.10,abs2,party,raw/party_accounting_all_years.csv,raw/party_accounting_all_years.csv,PartyTwentyTwentyTwoUniao,1
PartyTwentyTwentyTwoUniaoWithin,PartyTwentyTwentyTwoUniaoWithin,2022 UNIÃO party accounting: A_i (identity),party,not_applicable,,2022,UNIÃO,UNIÃO,"unique; filters=(election_year = 2022, party = ""UNIÃO""); members=nothing",A_i,9.356662317791708,4778898527343075495806018122834522093667485210561655676900661006037613327463678155124742904053593417025860282506398089419341895841789372033401509//510748209674724757900658618495061390758577896116417918519983200711477408374478406748321089275559459078491938064000878367729506339494657649678620,9.36,decimal2,party,raw/party_accounting_all_years.csv,raw/party_accounting_all_years.csv,PartyTwentyTwentyTwoUniao,1
PartyTwentyTwentyTwoPTDifferentialMagnitude,PartyTwentyTwentyTwoPTDifferentialMagnitude,2022 PT party accounting: d_i (identity),party,not_applicable,,2022,PT,PT,"unique; filters=(election_year = 2022, party = ""PT""); members=nothing",d_i,6.937954845575375,379552989//54706754,6.94,abs2,party,raw/party_accounting_all_years.csv,raw/party_accounting_all_years.csv,PartyTwentyTwentyTwoPT,1
PartyTwentyTwentyTwoPTWithin,PartyTwentyTwentyTwoPTWithin,2022 PT party accounting: A_i (identity),party,not_applicable,,2022,PT,PT,"unique; filters=(election_year = 2022, party = ""PT""); members=nothing",A_i,9.068253408506147,801523106224438693530399268054721330297303735508917221104094566784387508834906089502206402412480370091487601613649455603237670856919557373971976973//88387815174264867825586199811784235122942785911257878677208203900902895949250013167834455171853761946083465948297929784193189569306992143263827850,9.07,decimal2,party,raw/party_accounting_all_years.csv,raw/party_accounting_all_years.csv,PartyTwentyTwentyTwoPT,1
PartyTwentyTwentyTwoPTBetween,PartyTwentyTwentyTwoPTBetween,2022 PT party accounting: B_i (identity),party,not_applicable,,2022,PT,PT,"unique; filters=(election_year = 2022, party = ""PT""); members=nothing",B_i,-2.130298562930772,-2575216989241112483539442865883938622783906363290595654892892472975226132552549811339565499085241529723383342842931274454398702157093974117867217776657998//1208852615333993813744214784724531612987247686230462649838968654397133776645804238717370062952657869689737358775227890853282477560860892415366746822074725,-2.13,decimal2,party,raw/party_accounting_all_years.csv,raw/party_accounting_all_years.csv,PartyTwentyTwentyTwoPT,1
PartyTwentyTwentyTwoPPDifferentialMagnitude,PartyTwentyTwentyTwoPPDifferentialMagnitude,2022 PP party accounting: d_i (identity),party,not_applicable,,2022,PP,PP,"unique; filters=(election_year = 2022, party = ""PP""); members=nothing",d_i,6.242080657901948,341483971//54706754,6.24,abs2,party,raw/party_accounting_all_years.csv,raw/party_accounting_all_years.csv,PartyTwentyTwentyTwoPP,1
PartyTwentyTwentyTwoPVDifferentialMagnitude,PartyTwentyTwentyTwoPVDifferentialMagnitude,2022 PV party accounting: d_i (identity),party,not_applicable,,2022,PV,PV,"unique; filters=(election_year = 2022, party = ""PV""); members=nothing",d_i,1.5243322058552404,83391267//54706754,1.52,abs2,party,raw/party_accounting_all_years.csv,raw/party_accounting_all_years.csv,PartyTwentyTwentyTwoPV,1
PartyTwentyTwentyTwoPVRatio,PartyTwentyTwentyTwoPVRatio,2022 PV party accounting: R_i (identity),party,not_applicable,,2022,PV,PV,"unique; filters=(election_year = 2022, party = ""PV""); members=nothing",R_i,1.3405820708698333,,1.341,decimal3,party,raw/party_accounting_all_years.csv,raw/party_accounting_all_years.csv,PartyTwentyTwentyTwoPV,1
IdeologySeatWinningTwentyTwentyTwoKZeroPTPPDifferentialMagnitude,IdeologySeatWinningTwentyTwentyTwoKZeroPTPPDifferentialMagnitude,2022 seat_winning k=0 PTPP substantive interval: d_C (identity),ideological,seat_winning,0,2022,PT|PSB|REDE|PDT|PV|SOLIDARIEDADE|CIDADANIA|AVANTE|MDB|PSDB|PSD|PODE|PROS|PTB|PP,PT--PP,"unique; filters=(election = 2022, ideological_universe = ""seat_winning"", k = 0, left_endpoint = ""PT"", right_endpoint = ""PP"", minimal_seat_majority = true, inversion = false); members=[""PT"", ""PSB"", ""REDE"", ""PDT"", ""PV"", ""SOLIDARIEDADE"", ""CIDADANIA"", ""AVANTE"", ""MDB"", ""PSDB"", ""PSD"", ""PODE"", ""PROS"", ""PTB"", ""PP""]",d_C,-9.357626765792027,-1023850771/109413508,9.36,abs2,ideology,raw/ideology_k_gap_accounting_both_universes.csv,raw/ideology_k_gap_accounting_both_universes.csv,IdeologySeatWinningTwentyTwentyTwoKZeroPTPP,1
IdeologySeatWinningTwentyTwentyTwoKZeroPTPPPartiesWords,IdeologySeatWinningTwentyTwentyTwoKZeroPTPPPartiesWords,2022 seat_winning k=0 PTPP substantive interval: party_count (identity),ideological,seat_winning,0,2022,PT|PSB|REDE|PDT|PV|SOLIDARIEDADE|CIDADANIA|AVANTE|MDB|PSDB|PSD|PODE|PROS|PTB|PP,PT--PP,"unique; filters=(election = 2022, ideological_universe = ""seat_winning"", k = 0, left_endpoint = ""PT"", right_endpoint = ""PP"", minimal_seat_majority = true, inversion = false); members=[""PT"", ""PSB"", ""REDE"", ""PDT"", ""PV"", ""SOLIDARIEDADE"", ""CIDADANIA"", ""AVANTE"", ""MDB"", ""PSDB"", ""PSD"", ""PODE"", ""PROS"", ""PTB"", ""PP""]",party_count,15,,fifteen,words,ideology,raw/ideology_k_gap_accounting_both_universes.csv,raw/ideology_k_gap_accounting_both_universes.csv,IdeologySeatWinningTwentyTwentyTwoKZeroPTPP,1
IdeologySeatWinningTwentyTwentyTwoKZeroPSBPSCDifferentialMagnitude,IdeologySeatWinningTwentyTwentyTwoKZeroPSBPSCDifferentialMagnitude,2022 seat_winning k=0 PSBPSC substantive interval: d_C (identity),ideological,seat_winning,0,2022,PSB|REDE|PDT|PV|SOLIDARIEDADE|CIDADANIA|AVANTE|MDB|PSDB|PSD|PODE|PROS|PTB|PP|REPUBLICANOS|PSC,PSB--PSC,"unique; filters=(election = 2022, ideological_universe = ""seat_winning"", k = 0, left_endpoint = ""PSB"", right_endpoint = ""PSC"", minimal_seat_majority = true, inversion = false); members=[""PSB"", ""REDE"", ""PDT"", ""PV"", ""SOLIDARIEDADE"", ""CIDADANIA"", ""AVANTE"", ""MDB"", ""PSDB"", ""PSD"", ""PODE"", ""PROS"", ""PTB"", ""PP"", ""REPUBLICANOS"", ""PSC""]",d_C,-15.09817066645921,-1651943817/109413508,15.10,abs2,ideology,raw/ideology_k_gap_accounting_both_universes.csv,raw/ideology_k_gap_accounting_both_universes.csv,IdeologySeatWinningTwentyTwentyTwoKZeroPSBPSC,1
IdeologySeatWinningTwentyTwentyTwoKZeroPSBPSCPartiesWords,IdeologySeatWinningTwentyTwentyTwoKZeroPSBPSCPartiesWords,2022 seat_winning k=0 PSBPSC substantive interval: party_count (identity),ideological,seat_winning,0,2022,PSB|REDE|PDT|PV|SOLIDARIEDADE|CIDADANIA|AVANTE|MDB|PSDB|PSD|PODE|PROS|PTB|PP|REPUBLICANOS|PSC,PSB--PSC,"unique; filters=(election = 2022, ideological_universe = ""seat_winning"", k = 0, left_endpoint = ""PSB"", right_endpoint = ""PSC"", minimal_seat_majority = true, inversion = false); members=[""PSB"", ""REDE"", ""PDT"", ""PV"", ""SOLIDARIEDADE"", ""CIDADANIA"", ""AVANTE"", ""MDB"", ""PSDB"", ""PSD"", ""PODE"", ""PROS"", ""PTB"", ""PP"", ""REPUBLICANOS"", ""PSC""]",party_count,16,,sixteen,words,ideology,raw/ideology_k_gap_accounting_both_universes.csv,raw/ideology_k_gap_accounting_both_universes.csv,IdeologySeatWinningTwentyTwentyTwoKZeroPSBPSC,1
CabinetTwentyFourteenDilmaVotePct,CabinetTwentyFourteenDilmaVotePct,Dilma inverted cabinet cabinet/2014/2016.2: vote_share (identity),cabinet,not_applicable,,2014,cabinet/2014/2016.2,2016.2,"unique; filters=(case_id = ""cabinet/2014/2016.2"",); members=nothing",vote_share,0.4653584948188879,45305141//97355354,46.54,pct2,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyFourteenDilma,1
