file,line,role,text
submission_inversions_frozen/manuscript/main.tex,1179,"other draft, report or archived source","Temer coalitions. They are also sparse, but they are left-anchored. The cabinet"
submission_inversions_frozen/manuscript/main.tex,1180,"other draft, report or archived source","sets before Temer include PT, PCdoB, and PDT while extending to parties such"
submission_inversions_frozen/manuscript/main.tex,1183,"other draft, report or archived source",that are not cabinet members. The impeachment transition changes this structure.
submission_inversions_frozen/manuscript/main.tex,1187,"other draft, report or archived source","entering are concentrated in the center, right, and far right. The cabinet remains"
submission_inversions_frozen/manuscript/main.tex,1191,"other draft, report or archived source","ideology scale, the average unweighted cabinet ideology rises from the"
submission_inversions_frozen/manuscript/main.tex,1192,"other draft, report or archived source",pre-Temer sequence to the post-impeachment Temer sequence. The transition from
submission_inversions_frozen/manuscript/main.tex,1193,"other draft, report or archived source",2016.3 to 2016.4 alone increases the unweighted cabinet ideology mean by 1.53
submission_inversions_frozen/manuscript/main.tex,1195,"other draft, report or archived source",difference between the two sparse coalition types. The pre-Temer coalitions are
submission_inversions_frozen/manuscript/main.tex,1196,"other draft, report or archived source",left-anchored and broad. The Temer coalitions are center-to-right and broad.
submission_inversions_frozen/manuscript/main.tex,1200,"other draft, report or archived source",The Bolsonaro-period cabinets provide the opposite kind of case. They are more
submission_inversions_frozen/manuscript/main.tex,1203,"other draft, report or archived source","Bolsonaro cabinets do not become seat majorities. The closest cases, 2021.3 and"
submission_inversions_frozen/manuscript/main.tex,1208,"other draft, report or archived source","is therefore negative in both senses: no observed cabinet inversion appears, and"
submission_inversions_frozen/manuscript/main.tex,1212,"other draft, report or archived source","The 2023.1 Lula cabinet returns to a left-anchored structure, but it is not a"
submission_inversions_frozen/manuscript/main.tex,1215,"other draft, report or archived source","parties, and has seventeen gaps. The observed cabinet is an inversion, with"
submission_inversions_frozen/manuscript/main.tex,1220,"other draft, report or archived source",which lies to the right of the cabinet's left anchor.
submission_inversions_frozen/manuscript/main.tex,1222,"other draft, report or archived source",This comparison is crucial for interpreting the 2022 result. The Lula cabinet is
submission_inversions_frozen/manuscript/main.tex,1226,"other draft, report or archived source",observed Lula coalition reaches a seat majority through a broad and sparse
submission_inversions_frozen/manuscript/main.tex,1227,"other draft, report or archived source",cross-ideological cabinet arrangement. The connected interval analysis shows
submission_inversions_frozen/manuscript/main.tex,1231,"other draft, report or archived source",The two analyses therefore meet at a specific structural point. Cabinet
submission_inversions_frozen/manuscript/main.tex,1233,"other draft, report or archived source",the seat-vote geometry of ideological blocs. The cabinet-to-interval comparison
submission_inversions_frozen/manuscript/main.tex,1234,"other draft, report or archived source",shows that realized cabinets may draw on seat asymmetries without being
submission_inversions_frozen/manuscript/main.tex,1235,"other draft, report or archived source","connected blocs themselves. In 2014, the pre-Temer coalitions are sparse and"
submission_inversions_frozen/manuscript/main.tex,1236,"other draft, report or archived source","left-anchored, while the Temer coalitions are sparse and shifted rightward. In"
submission_inversions_frozen/manuscript/main.tex,1237,"other draft, report or archived source","2018, right-side cabinets remain below the seat-majority threshold. In 2022, the"
submission_inversions_frozen/manuscript/main.tex,1238,"other draft, report or archived source","Lula cabinet is a broad realized inversion, while the compact connected"
submission_inversions_frozen/manuscript/main.tex,1239,"other draft, report or archived source",inversion lies on the right. The gap between cabinet coalitions and connected
submission_inversions_frozen/manuscript/main.tex,1241,"other draft, report or archived source",presidentialism combines sparse cabinet construction with an ideological
submission_inversions_frozen/manuscript/main.tex,1250,"other draft, report or archived source",% \section{Cabinet-party translation rules}\label{app:cabinet-crosswalk}
submission_inversions_frozen/manuscript/main.tex,1252,"other draft, report or archived source",% Table \ref{tab:cabinet-crosswalk} reports the non-trivial cabinet-label
submission_inversions_frozen/manuscript/main.tex,1253,"other draft, report or archived source",% translations observed in the generated cabinet translation report.
submission_inversions_frozen/manuscript/main.tex,1255,"other draft, report or archived source",% Table \ref{tab:cabinet-crosswalk} reports the non-trivial cabinet-label
submission_inversions_frozen/manuscript/main.tex,1256,"other draft, report or archived source",% translations observed in the generated cabinet translation report. Rows not
submission_inversions_frozen/manuscript/main.tex,1260,"other draft, report or archived source",% \caption{Non-trivial cabinet-label translations into election-party space}\label{tab:cabinet-crosswalk}\\
submission_inversions_frozen/manuscript/main.tex,1262,"other draft, report or archived source",% Election & Cabinet label & Election label & Notes \\
submission_inversions_frozen/manuscript/main.tex,1266,"other draft, report or archived source",% Election & Cabinet label & Election label & Notes \\
submission_inversions_frozen/manuscript/main.tex,1269,"other draft, report or archived source",% 2014 & MDB & PMDB & Reverts the post-2018 party rename so the cabinet base can be compared with the 2014 election-party space. \\
submission_inversions_frozen/manuscript/main.tex,1270,"other draft, report or archived source",% 2014 & PL & PR & Reverts the post-2019 party rename so the cabinet base can be compared with the 2014 election-party space. \\
submission_inversions_frozen/manuscript/main.tex,1271,"other draft, report or archived source",% 2014 & PODE & PTN & Reverts the post-2017 party rename so the cabinet base can be compared with the 2014 election-party space. \\
submission_inversions_frozen/manuscript/main.tex,1272,"other draft, report or archived source",% 2014 & Republicanos & PRB & Reverts the post-2019 party rename so the cabinet base can be compared with the 2014 election-party space. \\
submission_inversions_frozen/manuscript/main.tex,1273,"other draft, report or archived source",% 2018 & PL & PR & Reverts the post-2019 party rename so the cabinet base can be compared with the 2018 election-party space. \\
submission_inversions_frozen/manuscript/main.tex,1274,"other draft, report or archived source",% 2018 & Republicanos & PRB & Reverts the post-2019 party rename so the cabinet base can be compared with the 2018 election-party space. \\
writing/submission_inversions_review/cover_letter.tex,22,"other draft, report or archived source","The article fits the special issue by identifying a dark-side mechanism inside proportional representation. It shifts attention from party-level proportionality to coalition-level majority status, showing that post-electoral party sets can command legislative seat majorities without corresponding national vote majorities. The empirical case is Brazil's Chamber of Deputies, where the manuscript studies observed cabinet coalitions and ideologically contiguous party intervals after the 2014, 2018, and 2022 federal-deputy elections."
writing/submission_inversions_review/title_page.tex,19,"other draft, report or archived source","Proportional representation is typically evaluated by asking whether parties receive seats in proportion to votes. In fragmented legislatures, however, the politically relevant unit is often not a party but a coalition. This article examines coalition-level election inversions in Brazil's Chamber of Deputies. A coalition inversion occurs when a set of parties controls a legislative seat majority while receiving less than half of the national federal-deputy vote. Using party vote totals, elected-seat totals, cabinet-period coalition data, and party ideology classifications for the 2014, 2018, and 2022 federal-deputy elections, I identify inversions in two analytically distinct objects: observed cabinet coalitions and ideological intervals defined over the election-year party set. Four observed cabinet periods satisfy the inversion criterion: two during the mandate that followed the 2014 election, one during the mandate that followed the 2018 election, and one during the mandate that followed the 2022 election. The 238-day 2018 case combines 47.25 percent of the vote with exactly 257 seats. An all-interval ideological search finds minimal connected interval inversions in 2014 and 2022, but none in 2018, including a compact 2022 interval with 45.35 percent of the vote and 258 of 513 seats. An accounting decomposition of the four observed inversions shows how their national seat differentials divide into within-district allocation and between-district weighting components. The results show that Brazil's federally allocated and highly fragmented proportional system can generate coalitional inversions: party sets with less than half of the national vote can nevertheless command legislative majorities."
writing/submission_inversions_review/title_page.tex,37,"other draft, report or archived source","\textbf{Data availability.} For review, the data and replication materials are available in an anonymized repository: \url{https://anonymous.4open.science/r/electoral-inversion-B6B5/README.md}. For final publication, the analysis uses public election data from Brazil's Tribunal Superior Eleitoral and cabinet/party classification inputs documented in the replication repository."
writing/submission_inversions_review/title_page.tex,41,"other draft, report or archived source","\textbf{Ethics approval.} This study uses publicly available aggregate electoral, cabinet, and party-classification data. No new human participants were recruited by the author. "
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,83,"other draft, report or archived source",  party sets represented in presidential cabinets and examine potential
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,84,"other draft, report or archived source",  coalitions restricted by ideological proximity. Cabinet inversions appear
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,170,"other draft, report or archived source","subsets, most of which have little political meaning. Realized cabinet"
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,172,"other draft, report or archived source","distribute cabinet offices among several parties, and changes in ministerial"
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,176,"other draft, report or archived source",corresponding election shows when a cabinet coalition held a legislative
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,179,"other draft, report or archived source","Cabinets are politically realized, but they are also selective and may combine"
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,187,"other draft, report or archived source","omitted. For cabinets and potential coalitions, the"
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,196,"other draft, report or archived source",cycles. Realized cabinet inversions and inversions among minimal connected
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,221,"other draft, report or archived source","move from party-level deviations to realized cabinet coalitions, ideologically constrained"
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,462,"other draft, report or archived source",combinations of parties across cabinet and Congress: ministries are distributed
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,495,"other draft, report or archived source","The possibility of coalition inversions under proportional representation is already established by Kurrild-Klitgaard \parencite{kurrild-klitgaard13_elect_inver_coalit_propor_repres} and Miller \parencite{miller14_elect_inver_under_propor_repres}. The present analysis extends this agenda to a distinct institutional setting, where national party seat totals emerge from twenty-seven independent district allocations and several additional electoral mediations, and to coalition domains defined by realized cabinet participation and ideological proximity."
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,501,"other draft, report or archived source",coalition space is therefore restricted in two different ways. Observed cabinets
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,505,"other draft, report or archived source","Cabinet coalitions are substantively meaningful because Brazilian presidents ordinarily govern through multiparty arrangements. Cabinet participation records a party combination that was not merely arithmetically possible but institutionally realized in executive government \parencite{abranches1988presidencialismo,figueiredo2000presidential,pereira2004cost}. The relevant representational question is, thus, whether the members of the party set holding ministries collectively possessed a Chamber majority despite receiving less than half of the valid federal-deputy vote in the election that produced that legislature."
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,507,"other draft, report or archived source","This domain must be followed across the legislative term. Coalitional presidentialism is dynamic: parties enter and leave the government, changing the set represented in cabinet while the underlying election-year vote and seat distribution remains fixed. These transitions generate successive realized combinations of the same party-level differentials. Cabinet participation is used only to delimit those observable governing party sets. This provides a useful setting for studying coalition inversion because changes in inversion status can occur without any change in the underlying electoral result: what changes is the particular combination of parties across which the fixed vote-seat differentials are aggregated. The cabinet sequence therefore reveals whether, and for how long, politically realized recombinations of the same legislature cross the majority threshold without a corresponding vote majority."
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,509,"other draft, report or archived source","Observed cabinets reveal which combinations entered government, but they cover"
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,695,"other draft, report or archived source",restriction does not alter observed cabinet membership or its election-year
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,739,"other draft, report or archived source",cabinet participation and ideological classifications.
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,741,"other draft, report or archived source",Cabinet composition is reconstructed from the Brazilian
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,742,"other draft, report or archived source","Wikipedia cabinet-member lists for the Dilma Rousseff, Michel Temer,"
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,743,"other draft, report or archived source","Jair Bolsonaro, and Lula III administrations. These records identify"
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,745,"other draft, report or archived source",A cabinet period lasts as long as the set of parties holding ministries
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,749,"other draft, report or archived source","The 2014 election is linked to the cabinet sequence from January 1, 2015"
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,752,"other draft, report or archived source","to the observed Lula III period, from January 1, 2023 through March 19,"
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,754,"other draft, report or archived source",cabinet. These labels are then translated into those used in the
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,763,"other draft, report or archived source","reports the cabinet sequence used in the analysis, and the replication materials"
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,985,"other draft, report or archived source",\subsection{Cabinet coalitional inversions}
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,986,"other draft, report or archived source",\label{sec:cabinets}
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,988,"other draft, report or archived source",Four of the twenty-three cabinet periods combine a Chamber majority
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,992,"other draft, report or archived source",Table~\ref{tab:cabinet-inversions} reports these periods and the
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,995,"other draft, report or archived source",% PROVENANCE-BEGIN cabinet-inversion-overview
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,998,"other draft, report or archived source",%   key: summary=cabinet-inversions; metric=count; aggregation=sum
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1005,"other draft, report or archived source",%   key: summary=cabinet-periods; metric=count; aggregation=sum
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1010,"other draft, report or archived source",%     value: twenty-three
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1011,"other draft, report or archived source",% PROVENANCE-END cabinet-inversion-overview
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1015,"other draft, report or archived source",\caption{Observed cabinet coalition inversions and their district components}
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1016,"other draft, report or archived source",\label{tab:cabinet-inversions}
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1029,"other draft, report or archived source",The first inversion emerges during the contraction of Dilma Rousseff's
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1030,"other draft, report or archived source","cabinet in April 2016. After PRB and PP leave, the remaining parties"
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1032,"other draft, report or archived source","proportionality would assign them 238.73 seats, leaving them 18.27 seats"
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1038,"other draft, report or archived source",% PROVENANCE-BEGIN cabinet-dilma-2016
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1041,"other draft, report or archived source",%   key: case_id=cabinet/2014/2016.2
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1046,"other draft, report or archived source",%     q_C: 238.7289078420895
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1054,"other draft, report or archived source",%     q_C: 238.73
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1059,"other draft, report or archived source",% PROVENANCE-END cabinet-dilma-2016
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1061,"other draft, report or archived source",The later Temer inversion begins after PTB leaves the cabinet in
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1065,"other draft, report or archived source",\(R_C=1.039\) therefore produce a larger seat majority than in the Dilma
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1073,"other draft, report or archived source",% PROVENANCE-BEGIN cabinet-temer-2017
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1076,"other draft, report or archived source",%   key: case_id=cabinet/2014/2017.1
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1094,"other draft, report or archived source",% PROVENANCE-END cabinet-temer-2017
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1096,"other draft, report or archived source",The cabinet sequence linked to the 2018 election reveals a different
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1098,"other draft, report or archived source",brings the cabinet party set to exactly 257 seats with 47.25 percent of the
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1101,"other draft, report or archived source","continues for 238 days, from August 4, 2021 through March 29, 2022."
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1113,"other draft, report or archived source",% PROVENANCE-BEGIN cabinet-bolsonaro-transition
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1116,"other draft, report or archived source",%   key: case_id=cabinet/2018/2021.3/2022.1
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1124,"other draft, report or archived source",%     period_days: 238
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1131,"other draft, report or archived source",%     period_days: 238
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1134,"other draft, report or archived source",%   key: election_year=2018; cabinet_period=2022.2
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1142,"other draft, report or archived source",% PROVENANCE-END cabinet-bolsonaro-transition
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1144,"other draft, report or archived source",The initial Lula III cabinet provides the converse transition. Its
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1148,"other draft, report or archived source","the coalition from a majority. After 255 days, the entry of PP and"
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1150,"other draft, report or archived source",vote. Whereas PSC's departure ends the Bolsonaro-period inversion by
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1151,"other draft, report or archived source","removing the seat majority, this expansion ends the Lula-period inversion"
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1154,"other draft, report or archived source",changes because cabinet entry and exit alter both the coalition's
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1158,"other draft, report or archived source",% PROVENANCE-BEGIN cabinet-lula-transition
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1161,"other draft, report or archived source",%   key: case_id=cabinet/2022/2023.1
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1170,"other draft, report or archived source",%     period_days: 255
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1178,"other draft, report or archived source",%     period_days: 255
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1181,"other draft, report or archived source",%   key: election_year=2022; cabinet_period=2023.2
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1189,"other draft, report or archived source",% PROVENANCE-END cabinet-lula-transition
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1197,"other draft, report or archived source","The within-district component is positive in every cabinet inversion, but"
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1198,"other draft, report or archived source",the pattern extends to the entire cabinet sequence: \(A_C>0\) in all
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1199,"other draft, report or archived source","twenty-three periods, whereas \(B_C>0\) in only six. Cabinet composition"
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1200,"other draft, report or archived source",helps explain the difference. Parties that enter cabinet are larger on average
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1210,"other draft, report or archived source","In every distinct cabinet composition, the positive \(A_i\) contributions of"
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1212,"other draft, report or archived source",contributions of the remaining members. Cabinet coalitions therefore
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1217,"other draft, report or archived source",% PROVENANCE-BEGIN cabinet-components-and-party-size
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1220,"other draft, report or archived source",%   key: summary=cabinet-component-signs; metric=A_C; aggregation=count_positive
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1225,"other draft, report or archived source",%     value: twenty-three
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1227,"other draft, report or archived source",%   key: summary=cabinet-component-signs; metric=B_C; aggregation=count_positive
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1233,"other draft, report or archived source",% source: processing/Processing/output/decomposition/tables/report/party_size_cabinet_summary.csv
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1235,"other draft, report or archived source",%   key: election=2014; ever_in_cabinet=true
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1242,"other draft, report or archived source",%   key: election=2014; ever_in_cabinet=false
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1249,"other draft, report or archived source",%   key: election=2018; ever_in_cabinet=true
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1256,"other draft, report or archived source",%   key: election=2018; ever_in_cabinet=false
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1263,"other draft, report or archived source",%   key: election=2022; ever_in_cabinet=true
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1270,"other draft, report or archived source",%   key: election=2022; ever_in_cabinet=false
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1302,"other draft, report or archived source",% PROVENANCE-END cabinet-components-and-party-size
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1304,"other draft, report or archived source",The four inverted cabinet periods differ in how this positive \(A_C\)
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1306,"other draft, report or archived source","the coalition from its proportional quota of 238.73 to 254.47 seats, still"
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1312,"other draft, report or archived source","\(B_C=-4.45\), leaving exactly 257 seats. The common feature of the cabinet"
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1317,"other draft, report or archived source",% PROVENANCE-BEGIN cabinet-decomposition-thresholds
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1320,"other draft, report or archived source",%   key: summary=cabinet-inversions; metric=count; aggregation=sum
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1327,"other draft, report or archived source",%   key: summary=dilma-2016-within-adjusted-quota; metric=within_adjusted_quota; aggregation=identity
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1335,"other draft, report or archived source",%   key: case_id=cabinet/2014/2016.2
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1339,"other draft, report or archived source",%     q_C: 238.7289078420895
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1343,"other draft, report or archived source",%     q_C: 238.73
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1346,"other draft, report or archived source",%   key: case_id=cabinet/2018/2021.3/2022.1
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1356,"other draft, report or archived source",% PROVENANCE-END cabinet-decomposition-thresholds
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1358,"other draft, report or archived source",The full cabinet sequence shows that overrepresentation is much more common
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1360,"other draft, report or archived source",twenty-three periods have \(R_C>1\); the only three underrepresented
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1361,"other draft, report or archived source",configurations occur during the Bolsonaro administration. Most
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1362,"other draft, report or archived source",overrepresented cabinets do not reverse majority status: some remain below
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1368,"other draft, report or archived source",% PROVENANCE-BEGIN cabinet-overrepresentation
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1371,"other draft, report or archived source",%   key: summary=cabinet-periods; metric=d_C; aggregation=count_positive
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1378,"other draft, report or archived source",%   key: summary=cabinet-periods; metric=count; aggregation=sum
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1383,"other draft, report or archived source",%     value: twenty-three
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1385,"other draft, report or archived source",%   key: summary=cabinet-periods; metric=d_C; aggregation=count_negative
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1392,"other draft, report or archived source",%   key: summary=cabinet-inversions; metric=count; aggregation=sum
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1398,"other draft, report or archived source",% PROVENANCE-END cabinet-overrepresentation
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1403,"other draft, report or archived source","\caption{Observed cabinet-period coalition vote shares, seat shares,"
